id,name,branches,main_branch,heading,branch_name
D000068258,Bevacizumab,"['D12.776.124.486.485.114.224.060.375', 'D12.776.124.790.651.114.224.060.438', 'D12.776.377.715.548.114.224.200.438']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D000068276,Giraffes,['B01.050.150.900.649.313.500.380.443'],B01,FALSE,Eukaryota
D000068296,Risedronic Acid,"['D02.705.429.500.872', 'D03.383.725.836']",D02,FALSE,Organic Chemicals
D000068297,Fluticasone-Salmeterol Drug Combination,"['D02.033.100.291.057.750.500', 'D02.092.063.291.057.750.500', 'D02.092.471.683.061.750.500', 'D04.210.500.054.079.129.114.500', 'D26.310.438']",D02,FALSE,Organic Chemicals
D000068298,Fluticasone,['D04.210.500.054.079.129.114'],D04,FALSE,Polycyclic Compounds
D000068299,Salmeterol Xinafoate,"['D02.033.100.291.057.750', 'D02.092.063.291.057.750', 'D02.092.471.683.061.750']",D02,FALSE,Organic Chemicals
D000068316,"Parks, Recreational",['J03.925.680'],J03,FALSE,Non-Medical Public and Private Facilities
D000068336,Warfare and Armed Conflicts,['I01.880.735.950'],I01,FALSE,Social Sciences
D000068337,Armed Conflicts,['I01.880.735.950.250'],I01,FALSE,Social Sciences
D000068338,Everolimus,"['D02.540.505.760.500', 'D27.505.696.477.656.625.500']",D02,FALSE,Organic Chemicals
D000068342,"Aspirin, Dipyridamole Drug Combination","['D02.455.426.559.389.657.410.595.176.500', 'D03.383.742.175.500', 'D26.310.125']",D02,FALSE,Organic Chemicals
D000068356,Self-Control,['F01.145.813.595'],F01,FALSE,Behavior and Behavior Mechanisms
D000068357,Saline Waters,['G16.500.275.725'],G16,FALSE,Biological Phenomena
D000068376,Compassion Fatigue,"['C23.888.369.500.500', 'F01.145.126.937.500', 'F01.145.126.990.734.500', 'F02.830.900.666.750']",C23,FALSE,"Pathological Conditions, Signs and Symptoms"
D000068377,Plantaginaceae,['B01.875.800.575.912.250.583.700'],B01,FALSE,Eukaryota
D000068378,Lamiales,['B01.875.800.575.912.250.583'],B01,FALSE,Eukaryota
D000068397,Clinical Study,['V03.175'],V03,FALSE,Study Characteristics
D000068436,Surgical Clearance,['E01.370.505'],E01,FALSE,Diagnosis
D000068437,Pemetrexed,"['D03.633.100.759.758.399.454.650', 'D12.125.067.625.525', 'D12.125.119.409.525']",D03,FALSE,Heterocyclic Compounds
D000068438,Brimonidine Tartrate,['D03.633.100.857.070'],D03,FALSE,Heterocyclic Compounds
D000068456,Clinical Studies as Topic,"['E05.318.372.250', 'N05.715.360.330.250', 'N06.850.520.450.250']",E05,FALSE,Investigative Techniques
D000068476,Beijing,"['Z01.252.474.164.225', 'Z01.433.114']",Z01,FALSE,Geographic Locations
D000068516,African Union,"['I01.615.500.125', 'N03.540.089']",I01,FALSE,Social Sciences
D000068536,Firmicutes,['B03.353'],B03,FALSE,Bacteria
D000068538,Dutasteride,['D04.210.500.925.100.125'],D04,FALSE,Polycyclic Compounds
D000068543,Calceolariaceae,['B01.875.800.575.912.250.583.190'],B01,FALSE,Eukaryota
D000068556,Interferon beta-1a,"['D12.644.276.374.440.890.275.500', 'D12.776.467.374.440.890.275.500', 'D23.529.374.440.890.275.500']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D000068557,Olmesartan Medoxomil,"['D03.383.129.308.674', 'D03.383.129.617.584']",D03,FALSE,Heterocyclic Compounds
D000068558,"Amlodipine Besylate, Olmesartan Medoxomil Drug Combination","['D03.383.129.308.674.500', 'D03.383.129.617.584.500', 'D03.383.725.203.065.500', 'D26.310.063']",D03,FALSE,Heterocyclic Compounds
D000068576,Interferon beta-1b,"['D12.644.276.374.440.890.275.750', 'D12.776.467.374.440.890.275.750', 'D23.529.374.440.890.275.750']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D000068577,Nebivolol,"['D02.033.100.291.491', 'D02.092.063.291.503', 'D03.383.663.283.755', 'D03.633.100.150.755']",D02,FALSE,Organic Chemicals
D000068579,Celecoxib,"['D02.065.884.247', 'D02.886.590.700.247', 'D03.383.129.539.160']",D02,FALSE,Organic Chemicals
D000068580,Varenicline,"['D03.633.100.079.900', 'D03.633.100.857.942']",D03,FALSE,Heterocyclic Compounds
D000068581,Tadalafil,"['D03.383.725.150.500', 'D03.633.100.473.402.111.500', 'D03.633.300.154.672']",D03,FALSE,Heterocyclic Compounds
D000068582,Certolizumab Pegol,"['D05.750.741.125', 'D12.644.541.500.650.250', 'D12.776.124.486.485.114.224.060.500', 'D12.776.124.486.485.680.650.250', 'D12.776.124.790.651.114.224.060.500', 'D12.776.124.790.651.680.650.250', 'D12.776.377.715.548.114.224.200.500', 'D12.776.377.715.548.680.650.250']",D05,FALSE,Macromolecular Substances
D000068597,"Censorship, Research","['I01.880.604.238', 'K01.752.566.479.173.200', 'N05.350.670.250']",I01,FALSE,Social Sciences
D000068598,Data Accuracy,"['E05.318.308.028', 'E05.318.370.725.250', 'L01.399.250.202', 'N05.715.360.300.202', 'N05.715.360.325.685.250']",E05,FALSE,Investigative Techniques
D000068599,"Brimonidine Tartrate, Timolol Maleate Drug Combination","['D02.033.100.624.915.500', 'D02.033.755.624.915.500', 'D02.092.063.624.915.500', 'D02.886.675.867.768.500', 'D03.383.129.708.867.768.500', 'D03.633.100.857.070.500', 'D26.310.312']",D02,FALSE,Organic Chemicals
D000068600,"Albuterol, Ipratropium Drug Combination","['D02.033.100.291.057.125', 'D02.092.063.291.057.125', 'D02.092.471.683.061.125', 'D02.145.074.722.229.400.500', 'D03.132.760.180.572.400.500', 'D03.132.889.180.648.400.500', 'D03.605.084.500.722.229.400.500', 'D03.605.869.229.400.500', 'D26.310.344']",D02,FALSE,Organic Chemicals
D000068601,Dual Use Research,['H01.770.644.217'],H01,FALSE,Natural Science Disciplines
D000068616,Professionalism,"['K01.752.566.479.171.566', 'N05.350.340.581']",K01,FALSE,Humanities
D000068617,Genetic Background,['G05.346'],G05,FALSE,Genetic Phenomena
D000068618,Selective Breeding,"['E05.820.150.760', 'G05.090.701']",E05,FALSE,Investigative Techniques
D000068636,Legendary Creatures,['I01.076.201.450.515.500'],I01,FALSE,Social Sciences
D000068656,Mometasone Furoate,['D04.210.500.745.432.719.526'],D04,FALSE,Polycyclic Compounds
D000068676,Fallopia multiflora,['B01.875.800.575.912.250.825.359.590'],B01,FALSE,Eukaryota
D000068677,Sildenafil Citrate,"['D02.065.884.675', 'D02.886.590.700.675', 'D03.383.606.854', 'D03.633.100.759.824']",D02,FALSE,Organic Chemicals
D000068678,"Emtricitabine, Rilpivirine, Tenofovir Drug Combination","['D02.626.809.500', 'D02.705.429.906.500', 'D03.383.742.680.245.500.600.500', 'D03.383.742.755.500', 'D03.633.100.759.138.881.500', 'D26.310.407']",D02,FALSE,Organic Chemicals
D000068679,Emtricitabine,"['D03.383.742.680.245.500.600', 'D13.570.230.329.525', 'D13.570.685.245.500.600']",D03,FALSE,Heterocyclic Compounds
D000068696,Rilpivirine,"['D02.626.809', 'D03.383.742.755']",D02,FALSE,Organic Chemicals
D000068698,Tenofovir,"['D02.705.429.906', 'D03.633.100.759.138.881']",D02,FALSE,Organic Chemicals
D000068717,Glatiramer Acetate,['D12.644.219'],D12,FALSE,"Amino Acids, Peptides, and Proteins"
D000068718,Rosuvastatin Calcium,"['D02.065.884.650', 'D02.455.526.510.432.500', 'D02.886.590.700.650', 'D03.383.742.775']",D02,FALSE,Organic Chemicals
D000068736,Duloxetine Hydrochloride,"['D02.886.778.260', 'D03.383.903.260']",D02,FALSE,Organic Chemicals
D000068737,Tolterodine Tartrate,"['D02.033.100.624.706.750', 'D02.033.755.624.706.750', 'D02.092.063.624.706.800', 'D02.455.426.559.389.115.900', 'D02.455.426.559.389.657.239.756']",D02,FALSE,Organic Chemicals
D000068756,Valsartan,"['D03.383.129.617.850', 'D12.125.070.950.550', 'D12.125.142.930.500']",D03,FALSE,Heterocyclic Compounds
D000068757,Ononis,['B01.875.800.575.912.250.401.604'],B01,FALSE,Eukaryota
D000068758,"Mometasone Furoate, Formoterol Fumarate Drug Combination","['D02.033.100.291.425.500', 'D02.092.063.291.425.500', 'D04.210.500.745.432.719.526.500', 'D26.310.469']",D02,FALSE,Organic Chemicals
D000068759,Formoterol Fumarate,"['D02.033.100.291.425', 'D02.092.063.291.425']",D02,FALSE,Organic Chemicals
D000068760,Serotonin and Noradrenaline Reuptake Inhibitors,"['D27.505.519.562.437.693', 'D27.505.519.625.600.693', 'D27.505.696.577.600.693']",D27,FALSE,Chemical Actions and Uses
D000068776,"Sleep Aids, Pharmaceutical","['D27.505.696.277.350.500', 'D27.505.954.427.210.350.500']",D27,FALSE,Chemical Actions and Uses
D000068796,Orexin Receptor Antagonists,"['D27.505.519.625.663', 'D27.505.696.277.350.500.500', 'D27.505.696.577.663', 'D27.505.954.427.210.350.500.500']",D27,FALSE,Chemical Actions and Uses
D000068797,Orexins,"['D12.644.400.360', 'D12.776.631.650.363']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D000068798,Hoodia,['B01.875.800.575.912.250.456.500.389'],B01,FALSE,Eukaryota
D000068799,Prasugrel Hydrochloride,"['D02.886.778.600', 'D03.383.606.800', 'D03.383.903.600']",D02,FALSE,Organic Chemicals
D000068800,Etanercept,"['D12.644.541.500.697.624', 'D12.776.124.486.485.538.500.624', 'D12.776.124.486.485.680.697.624', 'D12.776.124.790.651.538.500.624', 'D12.776.124.790.651.680.660.624', 'D12.776.377.715.548.538.500.624', 'D12.776.377.715.548.680.660.624', 'D12.776.543.750.705.852.760.232']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D000068801,"Adapalene, Benzoyl Peroxide Drug Combination","['D02.241.223.100.133.500', 'D02.455.426.559.389.127.133.500', 'D02.455.426.559.847.638.090.500', 'D04.615.638.090.500', 'D26.310.032']",D02,FALSE,Organic Chemicals
D000068816,Adapalene,"['D02.455.426.559.847.638.090', 'D04.615.638.090']",D02,FALSE,Organic Chemicals
D000068817,Epoetin Alfa,"['D12.644.276.374.410.240.150.500', 'D12.776.395.240.150.750', 'D12.776.467.374.410.240.150.500', 'D23.529.374.410.240.150.750']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D000068818,Cetuximab,"['D12.776.124.486.485.114.224.060.750', 'D12.776.124.790.651.114.224.060.750', 'D12.776.377.715.548.114.224.200.750']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D000068819,Hyssopus Plant,['B01.875.800.575.912.250.583.520.330'],B01,FALSE,Eukaryota
D000068836,Rivastigmine,['D02.241.081.251.583.899'],D02,FALSE,Organic Chemicals
D000068837,Parmeliaceae,"['B01.300.107.685', 'B01.300.340.458']",B01,FALSE,Eukaryota
D000068838,"Amlodipine, Valsartan Drug Combination","['D03.383.129.617.850.500', 'D03.383.725.203.065.750', 'D12.125.070.950.550.500', 'D12.125.142.930.500.500', 'D26.310.094']",D03,FALSE,Heterocyclic Compounds
D000068856,Eugenia,['B01.875.800.575.912.250.773.374'],B01,FALSE,Eukaryota
D000068857,"Human Papillomavirus Recombinant Vaccine Quadrivalent, Types 6, 11, 16, 18","['D20.215.894.815.455', 'D20.215.894.899.498.500']",D20,FALSE,Complex Mixtures
D000068858,Kombucha Tea,"['D20.215.784.844.500', 'G07.203.100.559.906', 'G07.203.100.831.500', 'G07.203.200.563.906', 'J02.200.559.906', 'J02.200.831.500', 'J02.350.594.906']",D20,FALSE,Complex Mixtures
D000068876,Fingolimod Hydrochloride,"['D02.033.100.700.350', 'D02.033.455.706.431', 'D02.092.063.700.350']",D02,FALSE,Organic Chemicals
D000068877,Imatinib Mesylate,"['D02.065.277.456', 'D02.241.223.100.100.435', 'D02.455.426.559.389.127.085.465', 'D03.383.606.405', 'D03.383.742.349']",D02,FALSE,Organic Chemicals
D000068878,Trastuzumab,"['D12.776.124.486.485.114.224.060.875', 'D12.776.124.790.651.114.224.060.875', 'D12.776.377.715.548.114.224.200.875']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D000068879,Adalimumab,"['D12.776.124.486.485.114.224.060.250', 'D12.776.124.790.651.114.224.060.250', 'D12.776.377.715.548.114.224.200.250']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D000068880,"Isophane Insulin, Human","['D06.472.699.587.200.300.200.500', 'D06.472.699.587.200.500.625.500.500', 'D12.644.548.586.200.300.200.500', 'D12.644.548.586.200.500.625.500.500']",D06,FALSE,"Hormones, Hormone Substitutes, and Hormone Antagonists"
D000068881,"Animals, Exotic",['B01.050.050.126'],B01,FALSE,Eukaryota
D000068882,Paliperidone Palmitate,"['D03.383.129.385.650', 'D03.383.742.592']",D03,FALSE,Heterocyclic Compounds
D000068884,Immunosenescence,"['G07.345.124.390', 'G12.460.500']",G07,FALSE,Physiological Phenomena
D000068896,Canagliflozin,"['D02.886.778.075', 'D03.383.903.075', 'D09.408.348.113']",D02,FALSE,Organic Chemicals
D000068897,Iridescence,['G01.590.310'],G01,FALSE,Physical Phenomena
D000068898,Raltegravir Potassium,['D03.383.773.812.752'],D03,FALSE,Heterocyclic Compounds
D000068899,"Sitagliptin Phosphate, Metformin Hydrochloride Drug Combination","['D02.078.370.141.450.500', 'D03.383.129.799.725.500', 'D03.383.679.875.500', 'D26.310.750']",D02,FALSE,Organic Chemicals
D000068900,Sitagliptin Phosphate,"['D03.383.129.799.725', 'D03.383.679.875']",D03,FALSE,Heterocyclic Compounds
D000068916,Spatial Regression,"['E05.318.740.750.862', 'E05.318.740.933.375', 'N05.715.360.750.695.825', 'N05.715.360.750.746.375', 'N06.850.520.830.750.862', 'N06.850.520.830.933.375']",E05,FALSE,Investigative Techniques
D000068936,Theranostic Nanomedicine,"['E01.894', 'E02.785.500', 'E02.921', 'H01.603.600.500', 'H02.403.200.700.500', 'H02.403.845', 'J01.897.520.600.600.500']",E01,FALSE,Diagnosis
D000068937,Cosmeceuticals,"['D26.074', 'D27.720.269.285']",D26,FALSE,Pharmaceutical Preparations
D000068956,Prisoner Dilemma,['E05.385.500'],E05,FALSE,Investigative Techniques
D000068957,"Games, Recreational",['I03.450.642.693.465'],I03,FALSE,Human Activities
D000068958,Return to Sport,['I03.450.642.845.605'],I03,FALSE,Human Activities
D000068959,Body Weight Maintenance,['G07.345.249.314.120.250'],G07,FALSE,Physiological Phenomena
D000068977,Concierge Medicine,['N04.452.758.708.450.500'],N04,FALSE,Health Services Administration
D000068997,Smartphone,"['L01.178.847.698.300.250', 'L01.224.230.260.550.500.750']",L01,FALSE,Information Science
D000068998,Humidifiers,"['E07.451', 'J01.494.650']",E07,FALSE,Equipment and Supplies
D000069,Acculturation,"['I01.076.201.450.050', 'I01.880.853.100.079']",I01,FALSE,Social Sciences
D000069036,Insulin Glargine,"['D06.472.699.587.200.300.100', 'D12.644.548.586.200.300.100']",D06,FALSE,"Hormones, Hormone Substitutes, and Hormone Antagonists"
D000069056,Lurasidone Hydrochloride,"['D02.886.675.414', 'D03.383.129.708.414', 'D03.633.100.513.437']",D02,FALSE,Organic Chemicals
D000069057,Insulin Detemir,"['D06.472.699.587.200.300.050', 'D12.644.548.586.200.300.050']",D06,FALSE,"Hormones, Hormone Substitutes, and Hormone Antagonists"
D000069058,Vardenafil Dihydrochloride,"['D03.383.129.308.980', 'D03.383.606.960']",D03,FALSE,Heterocyclic Compounds
D000069059,Atorvastatin,"['D03.383.129.578.075', 'D10.251.450.200']",D03,FALSE,Heterocyclic Compounds
D000069076,"Fractures, Multiple","['C26.404.280', 'C26.640.500']",C26,FALSE,Wounds and Injuries
D000069077,Memory Consolidation,['F02.463.425.540.305.500'],F02,FALSE,Psychological Phenomena
D000069078,Seroconversion,['G12.800'],G12,FALSE,Immune System Phenomena
D000069079,Radiation Exposure,"['G01.750.748', 'N06.850.460.350.850']",G01,FALSE,Physical Phenomena
D000069098,Health Smart Cards,"['E05.318.308.940.968.625.750', 'L01.313.500.750.300.695.300', 'N04.452.653.250', 'N04.452.859.564.650.250', 'N05.715.360.300.715.500.530.500', 'N06.850.520.308.940.968.625.500']",E05,FALSE,Investigative Techniques
D000069177,Type I Secretion Systems,['D05.500.890.500.500'],D05,FALSE,Macromolecular Substances
D000069178,Type II Secretion Systems,['D05.500.890.500.750'],D05,FALSE,Macromolecular Substances
D000069196,Gastrointestinal Microbiome,"['G06.591.375', 'G16.500.275.157.049.100.500.375', 'N06.230.124.049.100.500.250']",G06,FALSE,Microbiological Phenomena
D000069216,Contraceptive Prevalence Surveys,"['E05.318.308.980.313', 'N05.715.360.300.800.313', 'N06.850.520.308.980.313']",E05,FALSE,Investigative Techniques
D000069236,Pericardial Fluid,"['A07.541.795.500', 'A10.615.789.470.500', 'A12.207.270.651']",A07,FALSE,Cardiovascular System
D000069237,Arthrocentesis,"['E01.370.225.998.329.465', 'E02.800.550.310', 'E04.665.600.465', 'E05.200.998.329.465']",E01,FALSE,Diagnosis
D000069258,Thoracentesis,"['E01.370.225.998.329.810', 'E02.800.550.810', 'E04.665.600.810', 'E05.200.998.329.810']",E01,FALSE,Diagnosis
D000069259,Superficial Musculoaponeurotic System,"['A01.456.505.875', 'A01.598.500']",A01,FALSE,Body Regions
D000069261,Podosomes,"['A11.284.180.695', 'A11.436.275.841']",A11,FALSE,Cells
D000069262,Plantar Plate,"['A02.165.308.650', 'A02.513.514.538', 'A02.835.583.378.531.500', 'A02.835.583.378.900.500', 'A02.835.583.512.538', 'A10.165.382.350.400', 'A10.165.669.514.538']",A02,FALSE,Musculoskeletal System
D000069263,Fallopia,['B01.875.800.575.912.250.825.359'],B01,FALSE,Eukaryota
D000069278,Arterial Switch Operation,"['E04.100.376.031', 'E04.928.220.055']",E04,FALSE,"Surgical Procedures, Operative"
D000069279,Drug Resistant Epilepsy,['C10.228.140.490.125'],C10,FALSE,Nervous System Diseases
D000069280,Electrocorticography,"['E01.370.376.300.294', 'E01.370.405.245.431']",E01,FALSE,Diagnosis
D000069281,Autoimmune Hypophysitis,"['C10.228.140.617.738.275.500', 'C19.700.419.500', 'C20.111.273']",C10,FALSE,Nervous System Diseases
D000069282,Canaliculitis,['C11.496.221.500'],C11,FALSE,Eye Diseases
D000069283,Rituximab,"['D12.776.124.486.485.114.224.075.785', 'D12.776.124.790.651.114.224.075.785', 'D12.776.377.715.548.114.224.284.785']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D000069284,Protein Translocation Systems,['D05.500.890'],D05,FALSE,Macromolecular Substances
D000069285,Infliximab,"['D12.776.124.486.485.114.224.608', 'D12.776.124.790.651.114.224.537', 'D12.776.377.715.548.114.224.642']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D000069286,Bortezomib,"['D01.029.260.110.500', 'D01.132.285.500', 'D02.203.200.500', 'D03.383.679.450']",D01,FALSE,Inorganic Chemicals
D000069287,Capecitabine,"['D03.383.742.680.245.500.425', 'D03.383.742.698.875.404.425', 'D13.570.230.329.313', 'D13.570.685.245.500.425']",D03,FALSE,Heterocyclic Compounds
D000069289,Parasite Encystment,['G07.345.500.550.875'],G07,FALSE,Physiological Phenomena
D000069290,Incisional Hernia,"['C23.300.707.945', 'C23.550.767.500']",C23,FALSE,"Pathological Conditions, Signs and Symptoms"
D000069292,Pyroptosis,['G04.146.954.035.530'],G04,FALSE,Cell Physiological Phenomena
D000069293,Plasmablastic Lymphoma,"['C04.557.386.480.150.585.500', 'C15.604.515.569.480.150.585.500', 'C20.683.515.761.480.150.585.500']",C04,FALSE,Neoplasms
D000069294,Twin-Arginine-Translocation System,['D05.500.890.750'],D05,FALSE,Macromolecular Substances
D000069295,Mammary Analogue Secretory Carcinoma,['C04.557.470.200.588'],C04,FALSE,Neoplasms
D000069296,Type III Secretion Systems,['D05.500.890.500.875'],D05,FALSE,Macromolecular Substances
D000069316,Acne Conglobata,"['C17.800.030.150.500', 'C17.800.794.111.500']",C17,FALSE,Skin and Connective Tissue Diseases
D000069319,Type IV Secretion Systems,['D05.500.890.500.937'],D05,FALSE,Macromolecular Substances
D000069320,Type V Secretion Systems,['D05.500.890.500.968'],D05,FALSE,Macromolecular Substances
D000069321,Mitochondrial Replacement Therapy,"['E02.875.800.750.350', 'E05.200.500.380.250', 'E05.393.085.250', 'E05.820.800.750.350']",E02,FALSE,Therapeutics
